#Time(Localtime),Temperature(degC),Pressure(Pa)
2015-08-07 19:07:50.560094,31.4,99522
2015-08-07 19:07:51.572142,31.4,99528
2015-08-07 19:07:52.585408,31.4,99528
2015-08-07 19:07:53.597226,31.4,99519
2015-08-07 19:07:54.610868,31.4,99519
2015-08-07 19:07:55.623180,31.4,99507
2015-08-07 19:07:56.634921,31.5,99502
2015-08-07 19:07:57.648185,31.5,99504
2015-08-07 19:07:58.660407,31.4,99490
2015-08-07 19:07:59.673078,31.4,99484
2015-08-07 19:08:00.685161,31.4,99487
2015-08-07 19:08:01.697836,31.4,99478
2015-08-07 19:08:02.710758,31.4,99487
2015-08-07 19:08:03.723223,31.5,99501
2015-08-07 19:08:04.735686,31.5,99510
2015-08-07 19:08:05.747729,31.5,99502
2015-08-07 19:08:06.760845,31.5,99502
2015-08-07 19:08:07.773286,31.5,99502
2015-08-07 19:08:08.785497,31.4,99513
2015-08-07 19:08:09.798076,31.4,99499
2015-08-07 19:08:10.811574,31.4,99504
2015-08-07 19:08:11.823373,31.5,99507
2015-08-07 19:08:12.836655,31.5,99499
2015-08-07 19:08:13.848253,31.5,99502
2015-08-07 19:08:14.861479,31.4,99507
2015-08-07 19:08:15.873811,31.5,99522
2015-08-07 19:08:16.885907,31.5,99525
2015-08-07 19:08:17.898545,31.4,99507
2015-08-07 19:08:18.911468,31.5,99519
2015-08-07 19:08:19.924100,31.5,99516
2015-08-07 19:08:20.937028,31.5,99522
2015-08-07 19:08:21.948914,31.5,99519
2015-08-07 19:08:22.961574,31.5,99525
2015-08-07 19:08:23.974130,31.5,99522
2015-08-07 19:08:24.986379,31.5,99528
2015-08-07 19:08:25.999431,31.5,99528
2015-08-07 19:08:27.012200,31.5,99531
2015-08-07 19:08:28.024859,31.5,99522
2015-08-07 19:08:29.037126,31.4,99519
2015-08-07 19:08:30.049615,31.5,99540
2015-08-07 19:08:31.061903,31.5,99528
2015-08-07 19:08:32.074271,31.5,99540
2015-08-07 19:08:33.087316,31.5,99537
2015-08-07 19:08:34.100171,31.5,99537
2015-08-07 19:08:35.112724,31.5,99534
2015-08-07 19:08:36.126782,31.5,99537
2015-08-07 19:08:37.137512,31.5,99531
2015-08-07 19:08:38.150059,31.5,99525
2015-08-07 19:08:39.162302,31.5,99525
2015-08-07 19:08:40.175057,31.5,99531
2015-08-07 19:08:41.187425,31.5,99522
2015-08-07 19:08:42.199943,31.5,99519
2015-08-07 19:08:43.212455,31.5,99525
2015-08-07 19:08:44.225632,31.5,99519
2015-08-07 19:08:45.237975,31.5,99516
2015-08-07 19:08:46.250801,31.5,99510
2015-08-07 19:08:47.263020,31.5,99507
2015-08-07 19:08:48.275913,31.5,99510
2015-08-07 19:08:49.287894,31.5,99493
2015-08-07 19:08:50.300538,31.5,99507
2015-08-07 19:08:51.313206,31.5,99510
2015-08-07 19:08:52.325585,31.5,99507
2015-08-07 19:08:53.338590,31.5,99504
2015-08-07 19:08:54.351000,31.5,99507
2015-08-07 19:08:55.363291,31.5,99501
2015-08-07 19:08:56.375987,31.5,99504
2015-08-07 19:08:57.388201,31.5,99499
2015-08-07 19:08:58.401258,31.5,99507
2015-08-07 19:08:59.413453,31.5,99507
2015-08-07 19:09:00.425860,31.5,99499
2015-08-07 19:09:01.439041,31.5,99496
2015-08-07 19:09:02.451202,31.5,99513
2015-08-07 19:09:03.463890,31.5,99501
2015-08-07 19:09:04.477344,31.5,99513
2015-08-07 19:09:05.488823,31.5,99507
2015-08-07 19:09:06.501634,31.5,99507
2015-08-07 19:09:07.514504,31.5,99522
2015-08-07 19:09:08.526601,31.5,99513
2015-08-07 19:09:09.538997,31.5,99507
2015-08-07 19:09:10.551736,31.5,99504
2015-08-07 19:09:11.564325,31.5,99499
2015-08-07 19:09:12.576403,31.5,99507
2015-08-07 19:09:13.590085,31.5,99501
2015-08-07 19:09:14.601908,31.5,99501
2015-08-07 19:09:15.614722,31.5,99493
2015-08-07 19:09:16.627548,31.5,99501
2015-08-07 19:09:17.639289,31.5,99501
2015-08-07 19:09:18.652358,31.5,99499
2015-08-07 19:09:19.664603,31.5,99499
2015-08-07 19:09:20.677553,31.5,99504
2015-08-07 19:09:21.690584,31.5,99507
2015-08-07 19:09:22.702732,31.5,99504
2015-08-07 19:09:23.714754,31.5,99504
2015-08-07 19:09:24.727040,31.5,99501
2015-08-07 19:09:25.740066,31.5,99504
2015-08-07 19:09:26.753057,31.5,99499
2015-08-07 19:09:27.765323,31.5,99507
2015-08-07 19:09:28.777660,31.5,99507
2015-08-07 19:09:29.790789,31.5,99522
2015-08-07 19:09:30.803367,31.5,99525
2015-08-07 19:09:31.815544,31.5,99525
2015-08-07 19:09:32.828120,31.5,99552
2015-08-07 19:09:33.840549,31.5,99543
2015-08-07 19:09:34.853303,31.5,99543
2015-08-07 19:09:35.866138,31.5,99555
2015-08-07 19:09:36.878420,31.5,99557
2015-08-07 19:09:37.891004,31.5,99552
2015-08-07 19:09:38.903683,31.5,99555
2015-08-07 19:09:39.915778,31.5,99557
2015-08-07 19:09:40.928510,31.5,99565
2015-08-07 19:09:41.940639,31.5,99546
2015-08-07 19:09:42.954007,31.5,99534
2015-08-07 19:09:43.966414,31.5,99507
2015-08-07 19:09:44.979045,31.5,99487
2015-08-07 19:09:45.990842,31.5,99487
2015-08-07 19:09:47.004403,31.5,99501
2015-08-07 19:09:48.016392,31.5,99510
2015-08-07 19:09:49.028588,31.5,99501
2015-08-07 19:09:50.041927,31.5,99493
2015-08-07 19:09:51.053849,31.5,99490
2015-08-07 19:09:52.066308,31.5,99490
2015-08-07 19:09:53.078654,31.5,99493
2015-08-07 19:09:54.092006,31.5,99493
2015-08-07 19:09:55.104407,31.5,99490
2015-08-07 19:09:56.116563,31.5,99484
2015-08-07 19:09:57.129234,31.5,99484
2015-08-07 19:09:58.141784,31.5,99484
2015-08-07 19:09:59.154532,31.5,99496
2015-08-07 19:10:00.166651,31.5,99504
2015-08-07 19:10:01.179145,31.5,99493
2015-08-07 19:10:02.192321,31.5,99498
2015-08-07 19:10:03.204277,31.5,99504
2015-08-07 19:10:04.216889,31.5,99499
2015-08-07 19:10:05.229516,31.5,99507
2015-08-07 19:10:06.242270,31.5,99496
2015-08-07 19:10:07.254826,31.5,99498
2015-08-07 19:10:08.267184,31.5,99490
2015-08-07 19:10:09.280401,31.5,99481
2015-08-07 19:10:10.292454,31.5,99493
2015-08-07 19:10:11.305483,31.5,99498
2015-08-07 19:10:12.318281,31.5,99490
2015-08-07 19:10:13.330560,31.5,99507
2015-08-07 19:10:14.342648,31.5,99504
2015-08-07 19:10:15.355629,31.5,99504
2015-08-07 19:10:16.368101,31.5,99513
2015-08-07 19:10:17.380925,31.5,99510
2015-08-07 19:10:18.392869,31.5,99507
2015-08-07 19:10:19.405505,31.5,99516
2015-08-07 19:10:20.418498,31.5,99507
2015-08-07 19:10:21.431308,31.5,99510
2015-08-07 19:10:22.443664,31.5,99516
2015-08-07 19:10:23.456246,31.5,99516
2015-08-07 19:10:24.468638,31.5,99516
2015-08-07 19:10:25.480800,31.5,99519
2015-08-07 19:10:26.494164,31.5,99519
2015-08-07 19:10:27.505932,31.5,99516
2015-08-07 19:10:28.518879,31.5,99510
2015-08-07 19:10:29.531767,31.5,99519
2015-08-07 19:10:30.544218,31.5,99516
2015-08-07 19:10:31.555892,31.5,99516
2015-08-07 19:10:32.568632,31.5,99507
2015-08-07 19:10:33.582040,31.5,99519
2015-08-07 19:10:34.594443,31.5,99507
2015-08-07 19:10:35.606580,31.5,99513
2015-08-07 19:10:36.618807,31.5,99510
2015-08-07 19:10:37.631635,31.5,99510
2015-08-07 19:10:38.644237,31.5,99525
2015-08-07 19:10:39.656395,31.5,99525
2015-08-07 19:10:40.669305,31.5,99519
2015-08-07 19:10:41.682186,31.5,99513
2015-08-07 19:10:42.694189,31.5,99519
2015-08-07 19:10:43.707237,31.5,99522
2015-08-07 19:10:44.719955,31.5,99516
2015-08-07 19:10:45.731986,31.5,99516
2015-08-07 19:10:46.744636,31.5,99510
2015-08-07 19:10:47.757445,31.5,99496
2015-08-07 19:10:48.770298,31.5,99493
2015-08-07 19:10:49.782445,31.6,99496
2015-08-07 19:10:50.795013,31.6,99496
2015-08-07 19:10:51.807765,31.6,99496
2015-08-07 19:10:52.819666,31.6,99496
2015-08-07 19:10:53.832182,31.6,99510
2015-08-07 19:10:54.844608,31.5,99493
2015-08-07 19:10:55.857746,31.6,99501
2015-08-07 19:10:56.869871,31.5,99504
2015-08-07 19:10:57.883151,31.5,99510
2015-08-07 19:10:58.895035,31.6,99510
2015-08-07 19:10:59.907567,31.5,99513
2015-08-07 19:11:00.920793,31.6,99513
2015-08-07 19:11:01.932831,31.6,99513
2015-08-07 19:11:02.945919,31.6,99510
2015-08-07 19:11:03.959556,31.6,99525
2015-08-07 19:11:04.970422,31.6,99516
2015-08-07 19:11:05.983172,31.6,99519
2015-08-07 19:11:06.996104,31.6,99519
2015-08-07 19:11:08.008624,31.5,99519
2015-08-07 19:11:09.021040,31.6,99516
2015-08-07 19:11:10.033243,31.6,99513
2015-08-07 19:11:11.046093,31.6,99504
2015-08-07 19:11:12.058409,31.6,99490
2015-08-07 19:11:13.071141,31.5,99496
2015-08-07 19:11:14.084154,31.6,99498
2015-08-07 19:11:15.096447,31.6,99507
2015-08-07 19:11:16.108582,31.6,99513
2015-08-07 19:11:17.121355,31.6,99510
2015-08-07 19:11:18.134407,31.6,99513
2015-08-07 19:11:19.146463,31.6,99522
2015-08-07 19:11:20.158942,31.6,99513
2015-08-07 19:11:21.171639,31.6,99522
2015-08-07 19:11:22.184207,31.5,99522
2015-08-07 19:11:23.197222,31.6,99525
2015-08-07 19:11:24.208656,31.6,99534
2015-08-07 19:11:25.221993,31.6,99531
2015-08-07 19:11:26.234383,31.5,99528
2015-08-07 19:11:27.246297,31.6,99531
2015-08-07 19:11:28.259912,31.6,99519
2015-08-07 19:11:29.271717,31.6,99516
2015-08-07 19:11:30.284242,31.6,99507
2015-08-07 19:11:31.296660,31.5,99507
2015-08-07 19:11:32.310195,31.6,99501
2015-08-07 19:11:33.322689,31.6,99493
2015-08-07 19:11:34.334787,31.6,99498
2015-08-07 19:11:35.347295,31.6,99493
2015-08-07 19:11:36.360582,31.6,99490
2015-08-07 19:11:37.372560,31.6,99490
2015-08-07 19:11:38.384514,31.6,99498
2015-08-07 19:11:39.397788,31.6,99504
2015-08-07 19:11:40.409568,31.6,99501
2015-08-07 19:11:41.422913,31.6,99507
2015-08-07 19:11:42.434799,31.6,99501
2015-08-07 19:11:43.448254,31.6,99501
2015-08-07 19:11:44.460824,31.6,99501
2015-08-07 19:11:45.472743,31.6,99510
2015-08-07 19:11:46.485276,31.6,99504
2015-08-07 19:11:47.497809,31.6,99510
2015-08-07 19:11:48.510864,31.6,99507
2015-08-07 19:11:49.522803,31.6,99516
2015-08-07 19:11:50.535674,31.6,99507
2015-08-07 19:11:51.547883,31.6,99513
2015-08-07 19:11:52.560356,31.6,99525
2015-08-07 19:11:53.573670,31.6,99513
2015-08-07 19:11:54.586091,31.6,99519
2015-08-07 19:11:55.597828,31.6,99513
2015-08-07 19:11:56.611470,31.6,99519
2015-08-07 19:11:57.623755,31.6,99519
2015-08-07 19:11:58.635722,31.6,99513
2015-08-07 19:11:59.648717,31.6,99513
2015-08-07 19:12:00.661490,31.5,99510
2015-08-07 19:12:01.674198,31.6,99522
2015-08-07 19:12:02.686688,31.6,99516
2015-08-07 19:12:03.699137,31.6,99516
2015-08-07 19:12:04.712082,31.6,99525
2015-08-07 19:12:05.723635,31.6,99522
2015-08-07 19:12:06.736559,31.6,99525
2015-08-07 19:12:07.748633,31.6,99528
2015-08-07 19:12:08.761457,31.6,99525
2015-08-07 19:12:09.774446,31.6,99537
2015-08-07 19:12:10.786690,31.6,99534
2015-08-07 19:12:11.799648,31.6,99525
2015-08-07 19:12:12.812324,31.6,99507
2015-08-07 19:12:13.824269,31.6,99513
2015-08-07 19:12:14.837948,31.6,99496
2015-08-07 19:12:15.849344,31.6,99498
2015-08-07 19:12:16.861811,31.6,99498
2015-08-07 19:12:17.874597,31.6,99493
2015-08-07 19:12:18.887175,31.6,99498
2015-08-07 19:12:19.899383,31.6,99510
2015-08-07 19:12:20.912613,31.6,99507
2015-08-07 19:12:21.924354,31.6,99507
2015-08-07 19:12:22.937164,31.6,99510
2015-08-07 19:12:23.950226,31.6,99516
2015-08-07 19:12:24.962788,31.5,99510
2015-08-07 19:12:25.974661,31.5,99501
2015-08-07 19:12:26.987337,31.6,99513
2015-08-07 19:12:28.000003,31.6,99513
2015-08-07 19:12:29.012559,31.5,99513
2015-08-07 19:12:30.025294,31.6,99513
2015-08-07 19:12:31.037859,31.6,99507
2015-08-07 19:12:32.051062,31.6,99507
2015-08-07 19:12:33.063048,31.6,99496
2015-08-07 19:12:34.075409,31.6,99501
2015-08-07 19:12:35.088129,31.6,99510
2015-08-07 19:12:36.100945,31.6,99504
2015-08-07 19:12:37.113418,31.6,99496
2015-08-07 19:12:38.125879,31.6,99507
2015-08-07 19:12:39.138469,31.6,99501
2015-08-07 19:12:40.150443,31.6,99501
2015-08-07 19:12:41.163769,31.6,99498
2015-08-07 19:12:42.176373,31.6,99501
2015-08-07 19:12:43.188726,31.6,99504
2015-08-07 19:12:44.201451,31.6,99501
2015-08-07 19:12:45.213322,31.6,99510
2015-08-07 19:12:46.226602,31.6,99504
2015-08-07 19:12:47.238377,31.6,99510
2015-08-07 19:12:48.253370,31.6,99513
2015-08-07 19:12:49.263895,31.6,99516
2015-08-07 19:12:50.275888,31.6,99513
2015-08-07 19:12:51.288447,31.5,99525
2015-08-07 19:12:52.301742,31.6,99525
2015-08-07 19:12:53.314005,31.6,99522
2015-08-07 19:12:54.326859,31.6,99519
2015-08-07 19:12:55.339252,31.6,99513
2015-08-07 19:12:56.352104,31.6,99528
2015-08-07 19:12:57.364388,31.6,99519
2015-08-07 19:12:58.377189,31.6,99516
2015-08-07 19:12:59.389358,31.6,99528
2015-08-07 19:13:00.402166,31.6,99504
2015-08-07 19:13:01.414236,31.6,99504
2015-08-07 19:13:02.426660,31.5,99501
2015-08-07 19:13:03.440151,31.6,99498
2015-08-07 19:13:04.452239,31.6,99487
2015-08-07 19:13:05.464444,31.6,99498
2015-08-07 19:13:06.477310,31.6,99493
2015-08-07 19:13:07.490169,31.5,99501
2015-08-07 19:13:08.502696,31.6,99495
2015-08-07 19:13:09.515262,31.6,99504
2015-08-07 19:13:10.527871,31.6,99504
2015-08-07 19:13:11.539563,31.6,99501
2015-08-07 19:13:12.552484,31.6,99504
2015-08-07 19:13:13.565631,31.6,99510
2015-08-07 19:13:14.577103,31.6,99513
2015-08-07 19:13:15.590208,31.6,99504
2015-08-07 19:13:16.602810,31.6,99510
2015-08-07 19:13:17.615101,31.6,99516
2015-08-07 19:13:18.628144,31.6,99510
2015-08-07 19:13:19.640762,31.6,99516
2015-08-07 19:13:20.653350,31.6,99516
2015-08-07 19:13:21.665563,31.6,99522
2015-08-07 19:13:22.678211,31.6,99507
2015-08-07 19:13:23.690402,31.6,99507
2015-08-07 19:13:24.703623,31.6,99513
2015-08-07 19:13:25.715800,31.6,99513
2015-08-07 19:13:26.728146,31.6,99516
2015-08-07 19:13:27.741604,31.6,99513
2015-08-07 19:13:28.753832,31.6,99510
2015-08-07 19:13:29.766073,31.6,99513
2015-08-07 19:13:30.778655,31.6,99510
2015-08-07 19:13:31.791767,31.6,99513
2015-08-07 19:13:32.804004,31.6,99510
2015-08-07 19:13:33.816331,31.6,99504
2015-08-07 19:13:34.828826,31.6,99510
2015-08-07 19:13:35.841718,31.6,99507
2015-08-07 19:13:36.853963,31.6,99501
2015-08-07 19:13:37.866898,31.6,99493
2015-08-07 19:13:38.879595,31.6,99493
2015-08-07 19:13:39.891764,31.6,99495
2015-08-07 19:13:40.904343,31.6,99495
2015-08-07 19:13:41.916667,31.6,99495
2015-08-07 19:13:42.929478,31.6,99504
2015-08-07 19:13:43.942349,31.6,99501
2015-08-07 19:13:44.954744,31.6,99498
2015-08-07 19:13:45.966830,31.6,99510
2015-08-07 19:13:46.979096,31.6,99513
2015-08-07 19:13:47.992946,31.6,99516
2015-08-07 19:13:49.004384,31.6,99525
2015-08-07 19:13:50.017137,31.6,99513
2015-08-07 19:13:51.029664,31.6,99510
2015-08-07 19:13:52.042120,31.6,99522
2015-08-07 19:13:53.054586,31.6,99519
2015-08-07 19:13:54.067418,31.6,99519
2015-08-07 19:13:55.079525,31.6,99507
2015-08-07 19:13:56.092551,31.6,99522
2015-08-07 19:13:57.105688,31.6,99504
2015-08-07 19:13:58.117672,31.6,99504
2015-08-07 19:13:59.130729,31.6,99513
2015-08-07 19:14:00.142310,31.6,99516
2015-08-07 19:14:01.155469,31.6,99507
2015-08-07 19:14:02.167899,31.6,99507
2015-08-07 19:14:03.180745,31.6,99498
2015-08-07 19:14:04.193309,31.6,99513
2015-08-07 19:14:05.205664,31.6,99507
2015-08-07 19:14:06.218337,31.6,99510
2015-08-07 19:14:07.230883,31.6,99507
2015-08-07 19:14:08.243284,31.6,99519
2015-08-07 19:14:09.256145,31.6,99507
2015-08-07 19:14:10.268608,31.6,99510
2015-08-07 19:14:11.281142,31.6,99507
2015-08-07 19:14:12.293221,31.6,99504
2015-08-07 19:14:13.305820,31.6,99516
2015-08-07 19:14:14.318850,31.6,99501
2015-08-07 19:14:15.331087,31.6,99498
2015-08-07 19:14:16.343700,31.6,99498
2015-08-07 19:14:17.356277,31.6,99504
2015-08-07 19:14:18.368167,31.6,99507
2015-08-07 19:14:19.381484,31.6,99495
2015-08-07 19:14:20.394049,31.6,99501
2015-08-07 19:14:21.406588,31.6,99498
2015-08-07 19:14:22.418647,31.6,99501
2015-08-07 19:14:23.431920,31.6,99498
2015-08-07 19:14:24.444254,31.6,99493
2015-08-07 19:14:25.456119,31.6,99495
2015-08-07 19:14:26.468974,31.6,99495
2015-08-07 19:14:27.482245,31.6,99495
2015-08-07 19:14:28.494452,31.6,99487
2015-08-07 19:14:29.506878,31.6,99495
2015-08-07 19:14:30.518975,31.6,99495
2015-08-07 19:14:31.532522,31.6,99495
2015-08-07 19:14:32.544341,31.6,99487
2015-08-07 19:14:33.558156,31.6,99484
2015-08-07 19:14:34.569299,31.6,99478
2015-08-07 19:14:35.582247,31.6,99478
2015-08-07 19:14:36.595158,31.6,99484
2015-08-07 19:14:37.606907,31.6,99484
2015-08-07 19:14:38.619701,31.6,99487
2015-08-07 19:14:39.632659,31.6,99484
2015-08-07 19:14:40.645329,31.6,99490
2015-08-07 19:14:41.657584,31.6,99493
2015-08-07 19:14:42.670416,31.6,99493
2015-08-07 19:14:43.682635,31.6,99490
2015-08-07 19:14:44.695607,31.6,99493
2015-08-07 19:14:45.708124,31.6,99493
2015-08-07 19:14:46.720898,31.6,99498
2015-08-07 19:14:47.733127,31.6,99495
2015-08-07 19:14:48.745714,31.6,99495
2015-08-07 19:14:49.757921,31.6,99495
2015-08-07 19:14:50.770614,31.6,99498
2015-08-07 19:14:51.783335,31.6,99498
2015-08-07 19:14:52.795748,31.6,99493
2015-08-07 19:14:53.808491,31.6,99498
2015-08-07 19:14:54.820367,31.6,99504
2015-08-07 19:14:55.833230,31.6,99507
2015-08-07 19:14:56.845959,31.6,99504
2015-08-07 19:14:57.858011,31.6,99504
2015-08-07 19:14:58.871720,31.6,99495
2015-08-07 19:14:59.883211,31.6,99501
2015-08-07 19:15:00.895717,31.6,99498
2015-08-07 19:15:01.909045,31.6,99501
2015-08-07 19:15:02.921016,31.6,99510
2015-08-07 19:15:03.933601,31.6,99504
2015-08-07 19:15:04.946406,31.6,99495
2015-08-07 19:15:05.959046,31.6,99507
2015-08-07 19:15:06.971878,31.6,99507
2015-08-07 19:15:07.983940,31.6,99501
2015-08-07 19:15:08.996518,31.6,99507
2015-08-07 19:15:10.009331,31.6,99501
2015-08-07 19:15:11.022455,31.6,99507
2015-08-07 19:15:12.034798,31.6,99507
2015-08-07 19:15:13.046665,31.6,99504
2015-08-07 19:15:14.059296,31.6,99510
2015-08-07 19:15:15.071634,31.6,99510
2015-08-07 19:15:16.084276,31.6,99507
2015-08-07 19:15:17.097595,31.6,99513
2015-08-07 19:15:18.109487,31.6,99513
2015-08-07 19:15:19.122321,31.6,99513
2015-08-07 19:15:20.134704,31.6,99510
2015-08-07 19:15:21.147215,31.6,99507
2015-08-07 19:15:22.160161,31.6,99507
2015-08-07 19:15:23.173105,31.6,99507
2015-08-07 19:15:24.184956,31.6,99510
2015-08-07 19:15:25.197473,31.6,99504
2015-08-07 19:15:26.209952,31.6,99501
2015-08-07 19:15:27.222961,31.6,99507
2015-08-07 19:15:28.235435,31.6,99498
2015-08-07 19:15:29.247744,31.6,99495
2015-08-07 19:15:30.260456,31.6,99504
2015-08-07 19:15:31.273054,31.6,99495
